product|brand|categories|price
AGUINAMAR mejillones cocidos envasado al vació 1 Kg|AGUINAMAR|Marisco y Moluscos|19.50
AGUINAMAR mejillones en salsa de tomate envase 500 gr|AGUINAMAR|Marisco y Moluscos|10.50
AGUINAMAR mejillones en su jugo envase 500 gr|AGUINAMAR|Marisco y Moluscos|10.50
AGUINAMAR pintxo a la donostiarra envase 200 gr|AGUINAMAR|Otros|7.50
AGUINAMAR salpicón de marisco bandeja 225 gr|AGUINAMAR|Preparados y Ahumados|13.50
Albóndigas de bacalao Camós congeladas|Camós|Preparados y Ahumados|10.50
Alistado mediano congelado|(Sin marca)|Congelados|37.50
Alistado pequeño congelado|(Sin marca)|Congelados|25.50
Almeja de cultivo (peso aprox. 250 gr)|(Sin marca)|Marisco y Moluscos|10.50
Almeja de cultivo fresca Calidad y Origen Carrefour 500 g|Carrefour|Marisco y Moluscos|19.50
Almeja del pacífico entera Hacendado ultracongelada|Hacendado|Congelados|13.50
Almeja entera Mascato|Mascato|Marisco y Moluscos|16.50
Almeja japonesa|(Sin marca)|Marisco y Moluscos|37.50
Almeja reloj fresca 500 g|(Sin marca)|Marisco y Moluscos|13.50
Anchodinas envase 50 gr|(Sin marca)|Aperitivos, Otros|7.50
Anguriñas de surimi Pescanova ultracongeladas|Pescanova|Preparados y Ahumados|10.50
Anillas de pota Argentina Hacendado congeladas|Hacendado|Congelados|13.50
Anillas de potón (peso aprox. 250 gr)|(Sin marca)|Marisco y Moluscos|7.50
Atún Ahumado Carrefour 80 g.|Carrefour|Preparados y Ahumados|10.50
Bacaladilla en filete 500 g aprox|(Sin marca)|Pescado|13.50
Bacalao salado 600 g aprox|(Sin marca)|Pescado|37.50
Bacalao seco y salado Ubago|Ubago|Pescado|25.50
Bacalao skrei desalado desmigado Calidad y Origen Carrefour 250 g|Carrefour|Pescado|19.50
Bacalao skrei salado desmigado Calidad y Origen Carrefour 250 g|Carrefour|Pescado|19.50
Bacalao troceado congelado 400 g|(Sin marca)|Congelados|16.50
Bocas chicas de cangrejos congeladas|(Sin marca)|Congelados|25.50
Bocas de buey cocidas Carrefour 250 g aprox|Carrefour|Marisco y Moluscos|19.50
Boquerones 500 g aprox|(Sin marca)|Pescado|13.50
Boquerones en vinagre Marvalmar en aceite de girasol|Marvalmar|Preparados y Ahumados|10.50
Boquerones Ortiz 80 g.|Ortiz|Pescado|13.50
Boquerón en vinagre 265 g|(Sin marca)|Platos preparados, Preparados y Ahumados|10.50
Boquerón limpio|(Sin marca)|Otros|13.50
Boquerón limpio congelado Delfín 500 g.|Delfín|Congelados|16.50
Brandada de bacalao Angomar 225 g|Angomar|Platos preparados, Preparados y Ahumados|7.50
Calamar Carrefour 1 kg aprox|Carrefour|Marisco y Moluscos|46.50
Calamar extra grande sin limpiar descongelado|(Sin marca)|Congelados|37.50
Calamar patagónico congelado 500 g|(Sin marca)|Congelados|25.50
Calamar pequeño limpio descongelado sin barquilla y sin tripa|(Sin marca)|Congelados|28.50
Camarón boreal cocido y pelado Royal Greenland ultracongelado|Royal Greenland|Congelados|37.50
Carne de almeja Hacendado ultracongelada|Hacendado|Congelados|10.50
Carne de Mejillon cocido 80/120 Carrefour 400 g.|Carrefour|Marisco y Moluscos|13.50
Carne de mejillón de Chile cocido Hacendado ultracongelado|Hacendado|Congelados|10.50
Carne de Vieira Falfish congelada|Falfish|Congelados|46.50
Chipirones en su tinta 500 g aprox|(Sin marca)|Marisco y Moluscos|37.50
Chipirón puntilla Hacendado congelado|Hacendado|Congelados|13.50
Cigala 17/20 Carrefour 800 gr.|Carrefour|Marisco y Moluscos|75.00
CLAROS boquerones en vinagre envase 110g|CLAROS|Preparados y Ahumados|7.50
Cola pelada de gambón cocida Pescatrade 300 g|Pescatrade|Otros|25.50
Colas de langostino al ajillo Aguinamar 105 g|Aguinamar|Marisco y Moluscos|10.50
Colas de langostino extra Tail on Royal 125 g|Royal|Marisco y Moluscos|13.50
Colín de Alaska al natural Carrefour 110 g.|Carrefour|Otros|5.55
Coquina/tellina vacio 250 g|(Sin marca)|Otros|13.50
Corazones de filete de merluza ultracongelados Pescanova 500 g.|Pescanova|Congelados|19.50
Corvina limpia con cabeza|(Sin marca)|Otros|25.50
Crema de bacalao Royal 100 g.|Royal|Pescado|7.50
DIA almeja del pacífico envase 450 gr|DIA|Marisco y Moluscos|13.50
DIA anillas de calamar a la romana bolsa 500 gr|DIA|Marisco y Moluscos|13.50
DIA colas de gambón peladas crudas envase 200 gr|DIA|Otros|19.50
DIA colas de langostino cocido pelado 60/120 piezas 200 gr|DIA|Marisco y Moluscos|16.50
DIA DELICIOUS pulpo en aceite de oliva lata 65 gr|DIA DELICIOUS|Marisco y Moluscos|13.50
DIA filetes de bacalao envase 400 gr|DIA|Pescado|19.50
DIA filetes de merluza del cabo sin piel bolsa 600 gr|DIA|Pescado|19.50
DIA langostino cocido grande 32/48 caja 800 gr|DIA|Marisco y Moluscos|37.50
DIA MARI MARINERA bacalao desmigado desalado bandeja 250 gr|DIA MARI MARINERA|Pescado|10.50
DIA MARI MARINERA bacalao desmigado desalado bolsa 250 gr|DIA MARI MARINERA|Pescado|10.50
DIA MARI MARINERA gulas clásicas refrigeradas bandeja 200 gr|DIA MARI MARINERA|Preparados y Ahumados|10.50
DIA MARI MARINERA langostino crudo grande 32/48 piezas caja 800 gr|DIA|Congelados, Marisco y Moluscos|37.50
DIA MARI MARINERA langostino crudo mediano 48/64 piezas caja 800 gr|DIA|Marisco y Moluscos|31.50
DIA MARI MARINERA trucha ahumada envase 100 gr|DIA|Pescado|7.50
DIA marulas con gambas al ajillo bandeja 250 gr|DIA|Marisco y Moluscos|13.50
DIA migas de bacalao envase 300 gr|DIA|Pescado|10.50
DIA muslitos de mar caja 250 gr|DIA|Otros|7.50
DIA palitos de surimi paquete 300 gr|DIA|Preparados y Ahumados|5.55
DIA rodajas de merluza bolsa 600 gr|DIA|Congelados, Pescado|16.50
DIA SELECCIÓN MUNDIAL salmón ahumado noruego sobre 200 gr|DIA SELECCIÓN MUNDIAL|Preparados y Ahumados|19.50
Dorada abierta a la espalda con espinas y con cabeza|(Sin marca)|Pescado|19.50
Dorada de cultivo limpia y entera unidad (peso aprox. 750 gr)|(Sin marca)|Pescado|25.50
Dorada de ración 500 g aprox|(Sin marca)|Pescado|16.50
EMBUMAR huevas cocidas de merluza 120 gr|EMBUMAR|Pescado|7.50
Escalopines de salmón sin espinas|(Sin marca)|Pescado|25.50
Filete de bacalao al punto sal ultracongelado Carrefour 400 g.|Carrefour|Congelados|16.50
Filete de bacalao con piel, limpio y sin espinas unidad (peso aprox. 500 gr)|(Sin marca)|Pescado|25.50
Filete de fletán negro Hacendado congelado|Hacendado|Congelados|13.50
Filete de merluza con piel ultracongelada 600 g.|(Sin marca)|Congelados|19.50
Filete de Merluza del Cabo Carrefour 600 g.|Carrefour|Congelados, Pescado|19.50
Filete de salmón|(Sin marca)|Pescado|25.50
Filete de salmón salvaje congelado 400 g.|(Sin marca)|Congelados|19.50
Filetes de abadejo de Alaska sin piel Hacendado ultracongelados|Hacendado|Congelados|13.50
Filetes de bacalao congelados Dimar 400 g.|Dimar|Congelados|16.50
Filetes de bacalao ultracongelado Pescanova 400 g.|Pescanova|Congelados|19.50
Filetes de boquerón en tempura Hacendado ultracongelado|Hacendado|Congelados|10.50
Filetes de fletán congelados Antonio y Ricardo 500 g.|Antonio y Ricardo|Congelados|13.50
Filetes de merluza al huevo Hacendado ultracongelados|Hacendado|Congelados|13.50
Filetes de merluza Argentina sin piel Hacendado ultracongelados|Hacendado|Congelados|13.50
Filetes de merluza del cabo sin piel Hacendado ultracongelados|Hacendado|Congelados|13.50
Filetes de merluza sin piel Pescanova 400 g.|Pescanova|Pescado|19.50
Filetes de panga ultracongelados|(Sin marca)|Congelados|10.50
Filetes de pescado empanado congelado Carrefour 800 g.|Carrefour|Congelados|16.50
Filetes de trucha|(Sin marca)|Pescado|13.50
Filetón de bacalao salado 1,3 kg|(Sin marca)|Pescado|55.50
Finas del mar con gambas al ajillo 175 g|(Sin marca)|Marisco y Moluscos|10.50
Fritura de pescado Hacendado ultracongelada|Hacendado|Congelados|13.50
Gamba arrocera Hacendado congelada|Hacendado|Congelados|19.50
Gamba blanca cruda Carrefour 400 g.|Carrefour|Marisco y Moluscos|37.50
Gamba cocida congelada 600 g|(Sin marca)|Congelados|31.50
Gamba cocida gambafresh 750 g.|(Sin marca)|Marisco y Moluscos|46.50
Gamba gabardina con ajo y perejil congelada 400 g|(Sin marca)|Congelados|16.50
Gamba gigante pelada cruda Aligator 1 kg aprox|Aligator|Marisco y Moluscos|75.00
Gamba pelada cruda tamaño mediano Hacendado ultracongelada|Hacendado|Congelados|19.50
Gamba pelada grande Pescatrade 400 g|Pescatrade|Marisco y Moluscos|25.50
Gamba pelada pequeña congelada Pescatrade 400 g|Pescatrade|Congelados|16.50
Gambón argentino Mares del Sur 2 kg.|Mares del Sur|Otros|67.50
Gambón congelado|(Sin marca)|Congelados|55.50
Gambón congelado (20/30 ud) caja 2 Kg|(Sin marca)|Congelados|67.50
Gambón crudo bolsa (peso aprox. 500 gr)|(Sin marca)|Otros|25.50
Gambón nº1 Carrefour 1 kg|Carrefour|Otros|46.50
Gambón nº1 congelado Carrefour 1 kg aprox|Carrefour|Congelados|43.50
GIRALDO bacalao al pil pil bandeja 300 gr|GIRALDO|Pescado|25.50
Hueva de atun aleta amarilla 160 g|(Sin marca)|Pescado|19.50
Huevas cocidas de merluzas Embumar|Embumar|Pescado|10.50
Huevas de arenque Avruga 55 g.|Avruga|Otros|37.50
Huevas de lumpo Carrefour 80 g.|Carrefour|Otros|10.50
Huevas de lumpo Hacendado|Hacendado|Conservas, Otros|7.50
Huevas mujjól shikrán negro sin gluten 80 g.|Shikrán|Conservas, Otros|13.50
KRISSIA palitos de surimi paquete 16 uds 266 gr|KRISSIA|Preparados y Ahumados|10.50
KRISSIA surimi fresco rallado envase 125 g|KRISSIA|Preparados y Ahumados|7.50
La auténtica La Gula del Norte 400 g|La Gula del Norte|Preparados y Ahumados|46.50
La Gula del Norete Alminuto con gambas y setas 135 g|La Gula del Norete|Platos preparados, Preparados y Ahumados|13.50
LA GULA DEL NORTE al ajillo envase 125 gr|LA GULA DEL NORTE|Preparados y Ahumados|13.50
LA GULA DEL NORTE bandeja 220 gr|LA GULA DEL NORTE|Preparados y Ahumados|22.50
LA GULA DEL NORTE con gambas al ajillo envase 125 gr|LA GULA DEL NORTE|Preparados y Ahumados|13.50
Langostino Austral cocido Gigante Pescanova 800 g.|Pescanova|Marisco y Moluscos|37.50
Langostino caballitos rebozados Hacendado ultracongelados|Hacendado|Congelados|13.50
Langostino cocido (30/40 ud) 500 g aprox|(Sin marca)|Marisco y Moluscos|25.50
Langostino cocido bolsa (peso aprox. 500 gr)|(Sin marca)|Marisco y Moluscos|25.50
Langostino cocido congelado (30/40 ud) Pescatrade 1 kg aprox|Pescatrade|Congelados|37.50
Langostino cocido ecológico congelado Carrefour 600 g|Carrefour|Congelados|37.50
Langostino cocido extra Pescanova 800 g.|Pescanova|Marisco y Moluscos|46.50
Langostino cocido Pescanova ultracongelado|Pescanova|Congelados|37.50
Langostino crudo ecológico congelado  Pesca Facil 600g|Pesca Facil|Congelados|37.50
Langostino crudo Pescanova ultracongelado|Pescanova|Congelados|37.50
Langostino crudo y pelado Pescanova ultracongelado|Pescanova|Congelados|37.50
Langostino en su nido Vdfoodltd congelado|Vdfoodltd|Congelados|25.50
Langostino Jumbo 0/10 500 g aprox|(Sin marca)|Congelados, Marisco y Moluscos|37.50
Langostino vannamei cocido 32/40 Carrefour 800 g.|Carrefour|Marisco y Moluscos|46.50
Langostinos pelados y cocidos Royal 280 g|Royal|Marisco y Moluscos|25.50
Lenguado sin limpiar|(Sin marca)|Pescado|37.50
Lomo de atún 300 g aprox|(Sin marca)|Pescado|25.50
Lomo de bacalao sin espinas Hacendado congelado|Hacendado|Congelados|19.50
Lomos de abadejo de Alaska sin piel congelados 400 g|(Sin marca)|Congelados|13.50
Lomos de bacalao congelado Skrei Calidad y Origen Carrefour 360 g|Carrefour|Congelados|25.50
Lomos de merluza ultracongelados Pescanova 400 g.|Pescanova|Congelados|25.50
Lomos de salmón de Noruega sin piel y sin espinas Hacendado congelado|Hacendado|Congelados|25.50
Lomos salmón congelados Carrefour 480 g.|Carrefour|Congelados|25.50
Lomos y centros de merluza del cabo Hacendado ultracongelados|Hacendado|Congelados|25.50
Lubina de ración 500 g aprox|(Sin marca)|Pescado|16.50
Lubina en filete 1 ud|(Sin marca)|Pescado|13.50
Lubina limpia con cabeza|(Sin marca)|Pescado|19.50
MARI MARINERA langostino cocido grande 32/48 piezas caja 800 gr|MARI MARINERA|Marisco y Moluscos|37.50
MARI MARINERA trucha ahumada envase 100 gr|MARI MARINERA|Pescado|10.50
Medio pulpo cocido Merimar 350 g|Merimar|Marisco y Moluscos|37.50
Mejillones a la marinera en salsa de tomate Aguinamar 900 g|Aguinamar|Marisco y Moluscos|19.50
Mejillón de Chile cocido media concha Hacendado ultracongelado|Hacendado|Congelados|10.50
Mejillón de Chile entero cocido Hacendado ultracongelado|Hacendado|Congelados|10.50
Mejillón ecológico 500 g|(Sin marca)|Otros|13.50
Mejillón fresco Calidad y Origen Carrefour 1 kg|Carrefour|Otros|13.50
Mejillón fresco cocido en salmuera 300 g|(Sin marca)|Otros|7.50
Mejillón fresco cocido en su jugo 800 g|(Sin marca)|Otros|13.50
Mejillón pasteurizado Calidad y Origen Carrefour 800 g|Carrefour|Otros|13.50
Mejillón tigre relleno congelado 400 g|(Sin marca)|Platos preparados, Congelados|13.50
Mejillón vivo fresco gourmet ecológico Aguinamar 1 kg|Aguinamar|Salud, Otros|19.50
Mendo 500 g aprox|(Sin marca)|Otros|10.50
Merluza de lonja 1 kg aprox|(Sin marca)|Pescado|37.50
Merluza empanada pan fino Hacendado ultracongelada|Hacendado|Congelados|13.50
Merluza merca en filetes 500 g aprox|(Sin marca)|Pescado|19.50
Migas de bacalao sin espinas y sin piel Hacendado congeladas|Hacendado|Congelados|13.50
Migas de bacalao Ubago|Ubago|Pescado|10.50
Minilonchas de salmón ahumado Duo Royal pack de 2 unidades de 50 g.|Royal|Preparados y Ahumados|10.50
Mojama de atún superior en lonchas Hacendado|Hacendado|Pescado|13.50
Mojama de atún superior en taco Ubago|Ubago|Pescado|19.50
Morralla|(Sin marca)|Otros|7.50
Mousse de salmón Hacendado|Hacendado|Patés, Pescado|4.50
Muslitos de mar Pescanova sin gluten y sin lactosa 250 g.|Pescanova|Otros|10.50
Muslitos del oceano congelados 300 g|(Sin marca)|Congelados|7.50
Navaja cruda Hacendado congelada|Hacendado|Congelados|13.50
NORTINDAL pack tinta de calamar 4 unidades 4 gr|NORTINDAL|Marisco y Moluscos|4.50
Nuggets de merluza Pescanova ultracongelados|Pescanova|Congelados|10.50
Palitos de merluza a la romana Hacendado ultracongelados|Hacendado|Congelados|10.50
Palitos de surimi Pescanova|Pescanova|Preparados y Ahumados|7.50
Palitos salados de bacalao Ubago|Ubago|Aperitivos, Pescado|7.50
PESCANOVA anguriñas bandeja 200 gr|PESCANOVA|Preparados y Ahumados|10.50
PESCANOVA caprichos a la romana bolsa 400 gr|PESCANOVA|Otros|10.50
PESCANOVA chipirones rebozados al huevo caja 250 gr|PESCANOVA|Marisco y Moluscos|13.50
PESCANOVA merluza rebozada al huevo 320 gr|PESCANOVA|Pescado|13.50
PESCANOVA palitos del mar reducido en sal paquete 16 uds 305 gr|PESCANOVA|Otros|10.50
Peskitos de salmón empanados Pescanova 300 g.|Pescanova|Pescado|10.50
Porciones de bacalao ultracongeladas Pescanova 400 g.|Pescanova|Congelados|19.50
Porciones de merluza del cabo Hacendado ultracongeladas|Hacendado|Congelados|16.50
Pulpo cocido troceado Profand congelado|Profand|Congelados|37.50
Pulpo congelado 1 Kg aprox|(Sin marca)|Congelados|75.00
Pulpo congelado 2,5 Kg aprox|(Sin marca)|Congelados|165.00
Pulpo crudo grande Hacendado congelado|Hacendado|Congelados|55.50
Puntilla cruda congelada Delfín 450 g.|Delfín|Congelados|19.50
Puntilla sin pluma congelada 450 g|(Sin marca)|Congelados|19.50
Rabas empanadas Hacendado ultracongeladas|Hacendado|Congelados|13.50
Rape a rodajas|(Sin marca)|Pescado|46.50
Rodaballo con piel, sin aletas y sin agallas|(Sin marca)|Otros|55.50
Rodaja de emperador Hacendado congelado|Hacendado|Congelados|19.50
Rodaja de merluza congelado Carrefour 400 g|Carrefour|Congelados|16.50
Rodajas de emperador pequeñas Hacendado ultracongeladas|Hacendado|Congelados|13.50
Rodajas de potón a la gallega Hacendado|Hacendado|Marisco y Moluscos|7.50
Rollitos de mar Pescanova 450 g.|Pescanova|Otros|10.50
ROYAL bacalao ahumado con aceite de oliva envase 110 gr|ROYAL|Preparados y Ahumados|13.50
ROYAL huevas de islandia de lumpus y capelan tarro 50 gr|ROYAL|Otros|7.50
ROYAL lomo de salmón ahumado sobre 100 gr|ROYAL|Preparados y Ahumados|16.50
ROYAL salmón ahumado envase 80 gr|ROYAL|Preparados y Ahumados|10.50
ROYAL salmón ahumado mini lonchas envase 2 x 50 gr|ROYAL|Preparados y Ahumados|10.50
Salmonete pequeño 500 g aprox|(Sin marca)|Pescado|19.50
Salmón ahumado ecológico Skandia 80 g.|Skandia|Preparados y Ahumados|13.50
Salmón ahumado Noruego Carrefour 100 g.|Carrefour|Preparados y Ahumados|10.50
Salmón ahumado noruego Carrefour 700 g.|Carrefour|Preparados y Ahumados|55.50
Salmón ahumado Royal 100 g.|Royal|Preparados y Ahumados|13.50
Salmón ahumado Royal Dúo pack de 2 unidades de 90 g.|Royal|Preparados y Ahumados|22.50
Salmón media pieza abierto en libro sin cabeza y sin espina|(Sin marca)|Pescado|37.50
Salmón noruego ahumado Skandia 80 g.|Skandia|Preparados y Ahumados|13.50
Salmón rodaja unidad (peso aprox. 400 gr)|(Sin marca)|Pescado|19.50
Salmón Salvaje Skandia sobre de 90 g.|Skandia|Pescado|16.50
Salmón sin aletas y sin escamas|(Sin marca)|Pescado|37.50
Salpicón de marisco 325 g|(Sin marca)|Preparados y Ahumados|13.50
Salpicón de marisco congelado 500 g|(Sin marca)|Preparados y Ahumados|19.50
Sardina ahumada Bogamar 65 g|Bogamar|Pescado|10.50
Sardina limpia|(Sin marca)|Pescado|13.50
Sepia 500 g aprox|(Sin marca)|Marisco y Moluscos|19.50
Sepia limipia congelada 480 g|(Sin marca)|Congelados|19.50
Sepia limpia (peso aprox. 600 gr)|(Sin marca)|Marisco y Moluscos|25.50
Sepia limpia congelada|(Sin marca)|Congelados|25.50
Sepia limpia congelada Carrefour 350 g|Carrefour|Congelados|16.50
Sepia limpia pequeña Hacendado congelada|Hacendado|Congelados|13.50
Sepia mediana limpia y entera unidad (peso aprox. 500 gr)|(Sin marca)|Marisco y Moluscos|19.50
Solomillo de atún congelado Campos 250 g.|Campos|Congelados|13.50
Solomillo de salmón ahumado noruego carrefour Selección 150 g.|carrefour Selección|Preparados y Ahumados|19.50
Solomillos de salmón ahumado Royal Dúo pack de 2 unidades de 50 g.|Royal|Preparados y Ahumados|13.50
Solomillos de salmón de Noruega 300 g|(Sin marca)|Pescado|19.50
Sucedáneo de caviar negro Ubago Caviartic|Ubago|Otros|7.50
Sueños (Angulas) 200 g.|Sueños|Preparados y Ahumados|13.50
Supremas de Aguinaga Carrefour 250 g.|Carrefour|Platos preparados, Otros|10.50
Supremas de salmón sin piel congelado Findus 200 g.|Findus|Congelados|13.50
Surimi en barritas Krissia 200 g.|Krissia|Preparados y Ahumados|10.50
Surimi Krissia 450 g.|Krissia|Preparados y Ahumados|19.50
Surimi rallado Pescanova|Pescanova|Preparados y Ahumados|7.50
Tacos de pota a la marinera Hacendado|Hacendado|Marisco y Moluscos|7.50
Tacos de pota al ajillo Hacendado|Hacendado|Marisco y Moluscos|7.50
Tacos de potón en salsa americana Carrefour sin gluten pack de 3 unidades de 51 g.|Carrefour|Marisco y Moluscos|7.50
Tallarimis Pescanova|Pescanova|Otros|7.50
Tinta de sepia congelada 2 ud de 4 g|(Sin marca)|Congelados|3.60
Tronquitos de surimi Pescanova ultracongelados|Pescanova|Preparados y Ahumados|7.50
Trucha abierta en libro sin cabeza y sin espina|(Sin marca)|Pescado|19.50
Varitas de merluza empanada Carrefour 450 g.|Carrefour|Pescado|10.50
Varitas de merluza empanadas Hacendado ultracongeladas|Hacendado|Congelados|10.50
AL PUNTO croquetas de pollo bandeja 8 uds 280 gr|AL PUNTO|Otros|7.50
AL PUNTO Ensaladilla rusa bandeja 250 gr|AL PUNTO|Ensaladas|7.50
AL PUNTO gazpacho envase 1 lt|AL PUNTO|Cremas|10.50
AL PUNTO gazpacho pack 3 unidades de 330 ml|AL PUNTO|Cremas|10.50
AL PUNTO lasaña boloñesa gratinada bandeja 350 gr|AL PUNTO|Pasta|10.50
AL PUNTO Macarrones a la boloñesa bandeja 250 gr|AL PUNTO|Pasta|7.50
AL PUNTO pizza 6 quesos envase 471 gr|AL PUNTO|Pizzas|10.50
AL PUNTO tortilla de patatas fresca con cebolla caramelizada envase 650 gr|AL PUNTO|Tortillas|10.50
AL PUNTO tortilla de patatas fresca sin cebolla envase 600 gr|AL PUNTO|Tortillas|10.50
Albóndigas con tomate 1 kg aprox|(Sin marca)|Carnes|25.50
Albóndigas en salsa La Nora|La Nora|Carnes|13.50
Albóndigas jardinera Carretilla 415 g.|Carretilla|Carnes|10.50
Alitas de pollo asadas Hacendado|Hacendado|Carnes|10.50
Alubias a la jardinera Hacendado|Hacendado|Legumbres|5.55
Alubias a la riojana Hacendado|Hacendado|Legumbres|5.55
Alubias a la vasca Litoral 430 g.|Litoral|Legumbres|7.50
Alubias caseras Carretilla 300 g.|Carretilla|Legumbres|6.60
Alubias cocidas en salsa de tomate Heinz 420 g.|Heinz|Legumbres|4.50
Alubias con tomate Heinz|Heinz|Legumbres|4.50
Alubias Litoral sin gluten 440 g.|Litoral|Legumbres|7.50
ALVALLE gazpacho original refrigerado envase 1 lt|ALVALLE|Cremas|10.50
ALVALLE gazpacho suave refrigerado envase 1 lt|Alvalle|Cremas|10.50
Anillas a la romana Carrefour 500 g.|Carrefour|Platos preparados|10.50
Arroz 3 delicias con tortilla, surimi y cerdo 1 kg.|(Sin marca)|Arroz|13.50
Arroz Abanda Carrefour 320 g.|Carrefour|Arroz|10.50
Arroz con pollo al curry Carretilla 300 g.|Carretilla|Arroz|7.50
Arroz con pollo asado Hacendado ultracongelado|Hacendado|Arroz|7.50
Arroz de montaña 300 g|(Sin marca)|Arroz|10.50
Arroz marinera Hacendado ultracongelado|Hacendado|Arroz|7.50
Arroz tres delicias 350 g|(Sin marca)|Arroz|5.55
Arroz tres delicias Carrefour 1 kg.|Carrefour|Arroz|10.50
Base de pizza Carrefour pack de 3 unidades de 125 g.|Carrefour|Masas|6.60
Bases de pizza sin gluten sin lactosa Hacendado ultracongeladas|Hacendado|Masas|10.50
Bocados originales de Heüra sin gluten 160 g.|Heüra|Platos preparados|13.50
BUITONI Forno di pietra pizza caprese caja 350 gr|Buitoni|Pizzas|10.50
BUITONI masa para empanada paquete 280 gr|BUITONI|Masas|5.55
BUITONI masa para empanadillas y postres paquete 16 uds 160 gr|BUITONI|Masas|4.50
BUITONI piccolinis capricciosa caja 270 gr|BUITONI|Pizzas|10.50
BUITONI ravioli de 4 quesos bandeja 276 gr|BUITONI|Pasta|7.50
Burguer vegetal deluxe Garden Gourmet 180 g.|Garden Gourmet|Platos preparados|10.50
Buñuelos de bacalao congelados 400 g|(Sin marca)|Platos preparados|13.50
Caldo casero para paella Gallina Blanca 1 l.|Gallina Blanca|Conservas|10.50
Caldo natural para paella o fideuá Don Simón brik 1l.|Don Simón|Zumos|7.50
Caldo para fideuá o arroz negro Hacendado con sofrito|Hacendado|Platos preparados|5.55
Caldo para paella de carne y verdura La Fallera 650 ml.|La Fallera|Platos preparados|6.60
Caldo para paella de pescado Avecrem 8 pastillas|Avecrem|Platos preparados|3.60
Callos a la madrileña De Nuestra Tierra 500 g|De Nuestra Tierra|Carnes|13.50
Callos a la madrileña La Nora|La Nora|Carnes|10.50
Callos a la Madrileña Litoral 380 g.|Litoral|Carnes|10.50
Callos con garbanzos La Nora|La Nora|Carnes|10.50
Calzone de pollo a la barbacoa Hacendado|Hacendado|Platos preparados|7.50
CAMPOFRÍO pizza jamón y queso con salsa cheddar envase 360 gr|CAMPOFRÍO|Pizzas|10.50
CAMPOFRÍO Vegalia pizza vegetariana envase 360 gr|CAMPOFRÍO|Pizzas|10.50
Canelones de atún La Cocinera 530 g.|La Cocinera|Pasta|13.50
Canelones de carne con bechamel Hacendado ultracongelados|Hacendado|Pasta|7.50
Canelones de carne de cerdo Carrefour 500 g.|Carrefour|Pasta|10.50
Canelones de carne La Cocinera 530 g.|La Cocinera|Pasta|13.50
Canelones de carne y boletus Hacendado|Hacendado|Pasta|7.50
Caracoles cabrillas en salsa 900 g|(Sin marca)|Platos preparados|25.50
Caracoles precocinados ultracongelados 450 g|(Sin marca)|Platos preparados|19.50
Carrilleras en salsa con patatas y setas Carretilla 300 g.|Carretilla|Platos preparados|13.50
CASA MAS albóndigas guisadas envase 300g|CASA MAS|Platos preparados|10.50
CASA MAS canelones caseros de carne frescos envase 700 gr|CASA MAS|Pasta|19.50
CASA MAS tallarines a la carbonara bandeja 280 gr|CASA MAS|Pasta|10.50
CASA TARRADELLAS masa hojaldre rollo 260 gr|CASA TARRADELLAS, Casa Tarradellas|Masas|4.50
CASA TARRADELLAS pizza 4 quesos envase 390 gr|CASA TARRADELLAS|Pizzas|10.50
CASA TARRADELLAS pizza atún y bacon envase 405 gr|CASA TARRADELLAS|Pizzas|10.50
CASA TARRADELLAS pizza carbonara envase 400 gr|CASA TARRADELLAS|Pizzas|10.50
CASA TARRADELLAS pizza de pollo envase 410 gr|CASA TARRADELLAS|Pizzas|10.50
CASA TARRADELLAS pizza jamón y queso envase 405 gr|CASA TARRADELLAS|Pizzas|10.50
CASA TARRADELLAS pizza jamón y queso pack 2 envases 225 gr|CASA TARRADELLAS|Pizzas|13.50
Cocido Madrileño Carretilla 440 g,|Carretilla|Legumbres|10.50
Cocido madrileño Hacendado|Hacendado|Legumbres|7.50
Combinación XXL Sushi Daily 47 ud|Sushi Daily|Platos preparados|105.00
Cordon Bleu Carrefour 360 g.|Carrefour|Platos preparados|10.50
Croqueta queso azul y nueces La Cocina De Senen sin gluten 200 g.|La Cocina De Senen|Otros|13.50
Croquetas caseras de jamón ibérico 295 g|(Sin marca)|Otros|7.50
Croquetas de jamón Fridela sin gluten 240 g.|Fridela|Otros|10.50
Croquetas de jamón ibérico La Cocinera 400 g.|La Cocinera|Otros|10.50
Croquetas de merluza y gambas Preli ultracongeladas|Preli|Otros|13.50
Croquetas de pollo|(Sin marca)|Otros|5.55
Croquetas de pollo Carrefour 500 g.|Carrefour|Otros|7.50
Croquetas de setas Hacendado ultracongeladas|Hacendado|Otros|5.55
Crunch cali roll Sushi Daily|Sushi Daily|Platos preparados|37.50
Crunchy con queso gouda y mermelada de albaricoque Fripozo 200 g.|Fripozo|Platos preparados|10.50
Delicias de pollo Hacendado ultracongeladas|Hacendado|Platos preparados|10.50
DIA arroz 3 delicias con marisco bolsa 700 gr|DIA|Arroz|7.50
DIA arroz negro con calamar y gambas bolsa 600 gr|DIA|Arroz|10.50
DIA canelones de atún caja 600 gr|DIA|Pasta|7.50
DIA canelones de carne caja 600 gr|DIA|Pasta|7.50
DIA croquetas de jamón ibérico bolsa 400 gr|DIA|Congelados|5.55
DIA ensaladilla bolsa 1 kg|DIA|Platos preparados|5.55
DIA fideos orientales sabor verduras vaso 61 gr|DIA|Pasta|2.55
